288,288,DWI ANEKA JAYA KEMASINDO,"JL.Telesonik No. 1 Jati Uwung 
Tangerang - Banten","(021)  5903636, Fax. 59305801","Jl. Industri Raya II/5 kel. Pasir Jaya
Jatiuwung - Tangerang",,0,18042788415000,true,1,DWI ANEKA JAYA KEMASINDO,,,,1,1
289,289,BETAWIMAS CEMERLANG,"Kampung Cikiwul RT/RW 004/004
Cikiwul - Bantar Gebang 
Bekasi 17310",(021) 8250220 / 82604866 Fax:82604867,"Jl. Garuda No. 80 L, Kemayoran, Jakarta 10620",,0,13443734432000,true,1,BETAWIMAS CEMERLANG,,,,2,1
290,290,JAMBI MEDIA GRAFIKA,"Jl. Lingkar Selatan I Rt. 030, Palmerah 
Jambi Selatan - Kota Jambi",(021) 5483008  ext. 7611-7612 F. 5305466,"Jl. Palmerah Selatan, No. 3
( Gedung ex. Tabloid BOLA )
Jakarta 10270",,0,27155647331000,true,1,JAMBI MEDIA GRAFIKA,,,,1,1
291,291,SATYAMITRA KEMAS LESTARI,"Jl. Raya Serang KM. 25.6, 
Kaw. Industri Benua Perma Kav. L
Cisereh - Tigaraksa 
Tangerang","TELP. 021-5950988, FAX. 021-5950089","Kawasan Industri Benua Permai Lestari 
Jl. Raya Serang KM. 25.6
Desa Cisereh, Tigaraksa 
Tangerang",,0,20931671415000,true,1,SATYAMITRA KEMAS LESTARI,,,,1,1
292,292,INDAH JAYA ADIPRATAMA,"Jl. Kopo No. 633, KM. 13.4, Pangauban
Ketapang - Kab. Bandung 
Jawa Barat",Telp. 022 5891520 F. 022-5891319,"Jl. Dr. Muwardi I No.37
Grogol - Jawa Barat",,0,14766224441000,true,1,INDAH JAYA ADIPRATAMA,,,,1,1
293,293,ARTINDO TATA WARNA,"Komplek Dua Muara Indah Blok CC
No. 18 - 18A Kapuk Muara Penjaringan 
Jakarta Utara 14460","TELP & Fax. 021 - 5596 5604, FAX. 021- 5596 5418","Komplek Dua Muara Indah Blok CC
No. 18 - 18A Kapuk Muara Penjaringan 
Jakarta Utara 14460",,0,22964068047000,true,1,ARTINDO TATA WARNA,,,,1,1
294,294,MANROLAND INDONESIA,"Gd. Philips, Jl. Buncit Raya Kav. 100, 
Rt. 001 Rw. 007, Pejaten Barat - Pasar Minggu 
Jakarta Selatan - DKI Jakarta Raya","F JKT:7984288 T: 79199818 T SBY(031) 734 0322, F(031) 734905","Jl. Raya Kupang Indah No. 31
Surabaya - Jawa Timur 
60189",,0,30075071056000,true,1,MANROLAND INDONESIA,,,,1,1
295,295,SUBAHTERA SEMESTA GRAPHIKA,"Jl. Mangga Ubi No. 52, Rt. 006/007
Kapuk - Jakarta Barat","Telp. (021) 54390202, Fax. (021) 543 90009","Jl. Mangga Ubi No. 52, Rt. 006/007
Kapuk - Jakarta Barat",,0,13632864046000,true,1,SUBAHTERA SEMESTA GRAPHIKA,,,,1,1
296,296,HARCO NANCY,Jl.Mesjid No.137 Medan,"Telp. 021 - 661 1117/18, Fax. 021 - 661 1118",Jl. Mesjid No.137 Medan,,0,26377416111000,true,2,HARCO NANCY,,,,1,1
297,297,Multi Kreasi Cipta Sukses,"Jl.Sultan Iskandar Muda No.88C Rt 009 Rw.001 Kebayoran lama
Jakarta Selatan","021-75818245, 75818246, 75818250, 021-51377282, Fax. 021-758","Jl. Raya Suradita Rt.001
Serpong Tangerang Selatan",,0,211021852013000,true,1,Multi Kreasi Cipta Sukses,,,,1,1
298,298,SINAR DJAJA CAN,"JL. MUNCUL, DS. KEBOANSIKEP
GEDANGAN - SIDOARJO 
JAWA TIMUR","T. 031-8536777/8544777, F. 0318532988/8544560/8549999","JL. MUNCUL, DS.KEBOANSIKEP
GEDANGAN - SIDOARJO 
JAWA TIMUR",,0,15103716641000,true,1,SINAR DJAJA CAN,,,,1,1
299,299,SETIA USAHA,"Jl. Krekot Jaya Blok D No. 8 RT 004 RW 007
Pasar Baru - Sawah Besar 
Jakarta Pusat","T:6017617,6017487 F:6017615","Jl.Industri X No.24
Gunung sahari
Jakarta pusat",,0,311628838075000,true,1,SETIA USAHA,,,,1,1
300,300,BALI POST,"Jl.Kepundung 67A
denpasar,bali","(0361) 225764, Fax  227418","Jl.Kepundung 67A
denpasar,bali",,0,11263761904000,true,1,BALI POST,,,,1,1
301,301,MEGA WARNA MITRA INSPIRASI,"Jl. Musi No. 11 RT 012 RW 002
Cideng - Gambir 
Jakarta Pusat",T:3809480 F:3502104,"Jl.Musi II No.1 Cideng
Jakarta 10150",,0,210508123028000,true,1,MEGA WARNA MITRA INSPIRASI,,,,1,1
302,302,MITRACITRA MANDIRIOFFSET,"Jl. Raya Surabaya Mojokerto KM 19
Bringinbendo, Taman Sidoarjo 
Jawa Timur - 00000","Telp. 031-7886564, Fax 031-7886573","Jl. Raya Surabaya Mojokerto KM 19,
Bringinbendo, Taman Sidoarjo, 
Jawa Timur 61257",,0,16730913641000,true,1,MITRACITRA MANDIRIOFFSET,,,,1,1
303,303,MANDIRI PRIMATAMA SEJAHTERA,"Ruko PTC Blok 8C/26
Raya Bekasi, KM 52, Rawa Teratai 
Cakung - Jakarta Timur","Fax. 02182496956, Telp.  82497969","Jl. Raya Narogong Km. 26
Kembang Kuning - Kelapa Nunggal 
Bogor 16820",,0,29985645004000,true,1,MANDIRI PRIMATAMA SEJAHTERA,,,,1,1
304,304,SINAR ABADI,"Jl. Bridjen Katamso 211
Sidoarjo",T. 031-8536177  F. 031-8532137,"Jl. Bridjen Katamso 211
Sidoarjo",,0,41109083643000,true,1,SINAR ABADI,,,,1,1
305,305,BUDI HENDRATA STEFANUS,"Jl. Niaga No. 11
Malang",T. 0341-367841 F. 0341-322676,"PT GRACIA OFFSET
Jl. Niaga 9 - 11
Malang
Jawa Timur",Gracia offset,0,40138141623000,true,1,BUDI HENDRATA STEFANUS,,,,1,1
306,306,ANDHIKAMITRA ADIKENCANA,"Jl. Raya Mondoroko II / 14
Pagentan Singosari - Malang 
Jawa Timur 65153",T. 0341 4582689  F. 0341 458508,"Jl. Raya Mondoroko II / 14
Pangentan Singosari - Malang 
Jawa Timur 65153",,0,15236367651000,true,1,ANDHIKAMITRA ADIKENCANA,,,,1,1
307,307,"KEDAUNG INDAH CAN, TBK","Jl. Raya Rungkut no. 15 - 17, 
Rungkut - Rungkut,
Surabaya","t. 031 8700088, 8700006","Jl. Raya Rungkut 15 - 17
Surabaya",,0,11332129054000,true,1,"KEDAUNG INDAH CAN, TBK",,,,1,1
308,308,KEDAULATAN RAKYAT,"Jl. P. Mangkubumi 40-46
Yogyakarta",T. 0274 565685  F. 0274 563125 / 555662,"Jl. Raya Solo Km. 11 Kalitirto
Sleman, Yogyakarta
Tlp. 0274-496549/449",,0,11367307541000,true,1,KEDAULATAN RAKYAT,,,,1,1
309,309,MAKMUR INTERPACK,"Buah 2 No. 40 RT 09/04
Jl. Raya Bandung Garut Km. 19.8 Rancaekek
Bandung",T : 022-7507028-29  F : 022-7566,"Jl. Terusan Kiaracondong No. 2 
Jawa Barat 
Bandung 40286",,0,,true,1,MAKMUR INTERPACK,,,,1,1
310,310,CHAMPION P & B,"Jl. Muncul No. 2
RT 007 RW 002 Keboansikep
Gedangan - Sidoarjo",T. 031-8546196 f. 031-8546074,"Jl. Muncul No. 2
RT 007 RW 002 Keboansikep
Gedangan - Sidoarjo",,0,23916208643000,true,1,CHAMPION P & B,,,,1,1
311,311,ARTULASE,"Jl. Tawang mangu 1 No. 50 
Cengkareng Kalimati
Jakarta Barat",T/F : 54366267,"Jl. Tawang mangu 1 No. 50 
Cengkareng Kalimati
Jakarta Barat",,0,313581738034000,true,1,ARTULASE,,,,1,1
312,312,PAXAR INDONESIA,"Diamond Techno Park Blok C-1 No. 14
Lippo Cikarang, Cibatu, Cikarang Selatan 
Bekasi - Jawa Barat",Telp : +62-21-89901550 | Fax :+62-21-89901552 / 53,"Diamond Techno Park Blok C-1 No. 14
Lippo Cikarang, Cibatu, Cikarang Selatan 
Bekasi - Jawa Barat",,0,21928676057000,true,1,PAXAR INDONESIA,,,,1,1
313,313,REMAJA ROSDAKARYA,"Jl. Raya Cimahi Padalarang No. 93
Kab. Bandung Barat 40553",T. 022-6654007  F. 022-6654017,"Jl. Raya Cimahi Padalarang No. 93
Kab. Bandung Barat 40553",,0,14945034441000,true,1,REMAJA ROSDAKARYA,,,,1,1
314,314,SINAR MEDIA ABADI,"Jl. Cikunir Raya No. 45 RT 003 RW 002
Kelurahan Jaka Mulya Kec. Bekasi Selatan 
Bekasi - Jawa Barat",T/F. 82425554,"Jl. Cikunir Raya No. 45 RT 003 RW 002
Kelurahan Jaka Mulya Kec. Bekasi Selatan 
Bekasi - Jawa Barat",,0,313958142432000,true,1,SINAR MEDIA ABADI,,,,1,1
315,315,EXTRUPACK,"Jl. Raya Bekasi Km. 28,5, Kali Baru, Medan Satria, Kotamadya Bekasi, Jawa Barat 17133","(021) 8842291, Fax. 8842292","Jl. Raya Bekasi Km. 28,5, Kalibaru, Bekasi 17133",,0,11316338431000,true,1,EXTRUPACK,,,,1,1
316,316,ADHI CHANDRA DWIUTAMA,"Jl. Kiaracondong No. 42 RT 002 RW 003
Kebonwaru - Batununggal
Bandung - Jawa Barat",T : 022-7275416 F : 022-7208050,"Jl. Kiaracondong No. 42 RT 002 RW 003
Kebonwaru - Batununggal
Bandung - Jawa Barat",,0,14654628424000,true,1,ADHI CHANDRA DWIUTAMA,,,,1,1
317,317,JASUINDO TIGA PERKASA Tbk,"Jl. Raya Betro No. 21 Sedati
Sidoarjo 61253",T : (031)8910919/8910840 F : (031)8910928,"Jl. Raya Betro No. 21 Sedati
Sidoarjo 61253",,0,15312614054000,true,1,JASUINDO TIGA PERKASA Tbk,,,,1,1
318,318,SRIWIJAYA PERDANA,"Jl. Basuki Rahmat No 1608 B-D
Palembang 30128",(021) 5483008/5480888/5490666 ext. 7611-7612 F. 5495358,"Jl. Palmerah Selatan No. 12, 
(Gedung ex. Tabloid Bola)
Jakarta 10270.",,0,14239826308000,true,1,SRIWIJAYA PERDANA,,,,1,1
319,319,MEDIA CENTERLINK,"JL. GEJAYAN NO. 16
DEMANGAN, GONDOKUSUMAN
YOGYAKARTA, D I
YOGYAKARTA 
00000",T : 0274-566755 Fax. 0274 515306,"JL. GEJAYAN NO. 16
DEMANGAN, GONDOKUSUMAN
YOGYAKARTA, D I
YOGYAKARTA 
00000",,0,27555051541000,true,1,MEDIA CENTERLINK,,,,1,1
320,320,KARYA MITRA SEJAHTERA,"Jl. Pulau Halmahera No. 60
Lolu Selatan-Palu Selatan
Palu",T : 0451 429341/421745,"Jl. Pulau Halmahera No. 60
Lolu Selatan-Palu Selatan
Palu",,0,27943901831000,true,1,KARYA MITRA SEJAHTERA,,,,1,1
321,321,WAHANA JAVA SEMESTA INTERMEDIA,Jl. Perjuangan No. 09 Cirebon,Telp 0231-483531/32 Fax  0231-483533,Jl. Perjuangan No. 09 Cirebon,,0,20334827426000,true,1,WAHANA JAVA SEMESTA INTERMEDIA,,,,1,1
322,322,HORA CIPTA JAYA,"Kp. Rumpak Sinang
RT. 01 RW. 02 Pakulonan Barat
Kelapa Dua
Tangerang",T:54203872 F:54205908,"Kp. Rumpak Sinang
RT. 01 RW. 02 Pakulonan Barat
Kelapa Dua
Tangerang",,0,19400829451000,true,1,HORA CIPTA JAYA,,,,1,1
323,323,CITRA MANDIRI METALINDO,"Jl. Raya Narogong KM 12, Pangkalan Cikiwul - Bantar Gebang
Bekasi 17151","(021) 82607572, fax. 82607570","Jl. Raya Narogong KM 12, Pangkalan Cikiwul - Bantar Gebang
Bekasi 17151",,0,,true,1,CITRA MANDIRI METALINDO,,,,1,1
324,324,ROYAL STANDARD JAYA LESTARI,"Rukan Multiguna Kemayoran
Jl. Rajawali Selatan Raya Blok C5 No. 2 6A&6B
Jakarta Utara",T : 64703421 F : 64703422,Jl. Raya Klari No. 45 Karawang 41371,,0,31253586044000,true,1,ROYAL STANDARD JAYA LESTARI,,,,1,1
325,325,SAKA MEDIA SATWIKA,"Jl. Cahaya Raya Kav H 4 - B
Leuwinutug, Citeureup, Bogor, Jawa Barat",T:02129455041,"Jl. Cahaya Raya Kav H 4 - B       
Kawasan Industri Sentul - Bogor",,0,24670721436000,true,1,SAKA MEDIA SATWIKA,,,,1,1
326,326,INTIBARU SUKSES BERSAMA PRINTING,"Jl. Seni Budaya V No. 36 RT 010 RW.004 
Jelambar Baru - Grogol Petamburan
Jakarta Barat - DKI Jakarta",T:56950730 F:56950731,"Jl. Seni Budaya V No. 36 RT 010 RW.004 
Jelambar Baru - Grogol Petamburan
Jakarta Barat - DKI Jakarta",,0,314440876036000,false,1,INTIBARU SUKSES BERSAMA PRINTING,,,,1,1
327,327,MUJUR,"Jl. Bangau No. 4 RT.013/007, Gunung Sahari Selatan Kemayoran Jakarta Pusat DKI Jakarta Raya - 00000",T : 4223385/4253891 F : 4203019,Jl. Kepu Selatan No 48 Jakarta,,0,13516547027000,true,1,MUJUR,,,,1,1
328,328,.LINA KARTIKA SUNGADI,"Jl. Kepu Timur GG. VI No. 121, Kemayoran 
Kemayoran Jakarta Pusat DKI Jakarta Raya - 10620","T : 4226152, 4259547 F : 4259547","Jl. Kepu Timur GG. VI No. 121, Kemayoran 
Kemayoran Jakarta Pusat DKI Jakarta Raya - 10620",,0,62695366027001,true,1,.LINA KARTIKA SUNGADI,,,,1,1
329,329,WAHANA SEMESTA MAGELANG,"Jl. Ahmad Yani No. 348 RT.004 RW.009, 
Kedungsari, Magelang Utara
Magelang, Jawa Tengah",T : 0293 310846 F : 0293 363883,"Jl. Ahmad Yani No. 348 RT.004 RW.009, 
Kedungsari, Magelang Utara
Magelang, Jawa Tengah",,0,28401420524000,true,1,WAHANA SEMESTA MAGELANG,,,,1,1
330,330,CIPTA SRIGATI LESTARI,"Jl. Gunung Sahari Raya No. 2 Komp. Marinatama, Mangga Dua Blok H/9, Pademangan Barat
Pademangan - Jakarta Utara",T : 7181852 F : 7181854,"Jl. Inti I Gedung CTC 1 Lantai 1
Kawasan Hyundai
Cikarang, Beaksi",,0,18853424044000,true,1,CIPTA SRIGATI LESTARI,,,,1,1
331,331,IWAN LOEKANTORO LAKSMONO (KALENG RAYA),"Jl. Pandegiling No. 107 RT/RW, 003/011 DR.Sutomo - Tegalsari
Surabaya - 60264",T : 031-8430951 F : 031-8418978 / 8415755,"Jl. Berbek Industri 7 / 12
Surabaya",,0,64806326607000,true,1,IWAN LOEKANTORO LAKSMONO,,,,1,1
332,332,SYGMA EXA GRAFIKA,"Jl. Babakan Sari 1 No. 71
RT.008 RW.018, Bbk Sari Kiaracondong
Kota Bandung, Jawa Barat 40283",T : 022-7208298 F : 022-87240636,"Jl. Babakan Sari 1 No. 71
RT.008 RW.018, Bbk Sari Kiaracondong
Kota Bandung, Jawa Barat 40283",,0,312301955424000,true,1,SYGMA EXA GRAFIKA,,,,1,1
333,333,PUSAKA SEJAHTERA MANDIRI,Jl. Jelambar Fajar 48 RT.003/007 Penjaringan Jakarta Utara DKI Jakarta Raya - 14450,(021)6695114/590 Fax : (021) 6612409,Jl. Jelambar Fajar 48 RT.003/007 Pernjaringan Jakarta Utara DKI Jakarta Raya - 14450,,0,13186218041000,true,1,PUSAKA SEJAHTERA MANDIRI,,,,1,1
334,334,DAITO INTERNUSA SUKSES,"Jl. Rijasa No. 1 
Dangin Puri Kangin - Denpasar Utara
Denpasar - Bali",T : 0361-223043/231111 F : 0361-227924,"Jl. Rijasa No. 1 
Dangin Puri Kangin - Denpasar Utara
Denpasar - Bali",,0,27549237901000,true,1,DAITO INTERNUSA SUKSES,,,,1,1
335,335,CIPTA CEKAS GRAFIKA,"Jl. Palasari No.22, Malabar Lengkong Bandung Jawa Barat",f. 022-7302326,"Jl. Palasari No.22, Malabar Lengkong Bandung Jawa Barat",,0,19103837441000,true,1,CIPTA CEKAS GRAFIKA,,,,1,1
336,336,KARISMA AKSARA MEDIATAMA,"Jln. PD. Cabe Blok A No. 10-11
Pondok Cabe Udik, Pamulang, Tangerang Selatan Banten",T. 021 7444555 F. 021 7411084,"Jln. PD. Cabe Blok A No. 10-11
Pondok Cabe Udik, Pamulang, Tangerang Selatan Banten",,0,17751090411000,true,1,KARISMA AKSARA MEDIATAMA,,,,1,1
337,337,MANDOM INDONESIA TBK.,"Jl.Yos Sudarso By Pass
Sunter Jaya Tanjung Priok 
Jakarta Utara",fax. 021 89982271 Deden : 085890193221,"Kawasan Industri MM2100
Jln. Jawa Blok J No.9
Cibitung - Bekasi",,0,10006146092000,true,1,MANDOM INDONESIA TBK.,,,,1,1
338,338,AJIVA CITRA DUNIA,"Jl. Joglo Raya No. 47 RT.001/002
Kembangan Jakarta Barat
DKI Jakarta Raya - 11640",021-58903081/82 fax : 021-58903037,"Jl. Joglo Raya No. 47 RT.001/002
Kembangan Jakarta Barat
DKI Jakarta Raya - 11640",,0,19980028086000,true,1,AJIVA CITRA DUNIA,,,,1,1
339,339,INDONESIA BRAND DESIGN,"Jl. Raya Kembangan No.95 RT 006 RW 003
Kembangan Selatan, Kembangan
Jakarta Barat - 11610",021-58350566/58350569 FAX : 5824267,"Jl. Raya Kembangan No.95 RT 006 RW 003
Kembangan Selatan, Kembangan
Jakarta Barat - 11610",,0,22486377086000,true,1,INDONESIA BRAND DESIGN,,,,1,1
340,340,SINAR GLOBAL ASIA,"Jl. Boulevard Gading Serpong AA.3/25
Pakulonan Barat Kelapa Dua 
Kabupaten Tangerang Banten - 15811",Telp. 5475897 fax : 021 5476496,"Jl. Raya Legok Karawaci No. 114 A 
Kampung Bambu Bonang Kelapa 2 
Tangerang",,0,312012610451000,true,1,SINAR GLOBAL ASIA,,,,1,1
341,341,DINAMIKA WAHANA,"Jl. H. Madrais No. 9 RT 005 RW 003
Jakamulya, Bekasi Selatan, Kota Bekasi
Jawa Barat",Telp/Fax : 021-84972515 Jati Asih T : 021-93703770,"Jl. H. Madrais No. 9 RT 005 RW 003
Jakamulya, Bekasi Selatan, Kota Bekasi
Jawa Barat",,0,210420519432000,true,1,DINAMIKA WAHANA,,,,1,1
342,342,LUMBUNG KENCANA MAKMUR,"Jl.Mangga Besar IV-R/24 RT.002 RW.005 Tamansari
Tamansari Jakarta Barat","(021) 6286745, 6599163, Fax 6396728","Jl.Mangga Besar IV-R/24 RT.002 RW.005 Tamansari
Tamansari Jakarta Barat",,0,23210461032000,true,1,LUMBUNG KENCANA MAKMUR,,,,1,1
343,343,HENDRIKA WIRA SARANA,"Jl. Kedoya Duri Selatan No.4-5 RT 019 RW 004, Kedoya Selatan
Kebon Jeruk, Jakarta Barat
DKI Jakarta Raya 11520","T : 5806387, 5813005, 5804469 F : 5806440","Jl. Kedoya Duri Selatan No.4-5 RT 019 RW 004, Kedoya Selatan
Kebon Jeruk, Jakarta Barat
DKI Jakarta Raya 11520",,0,13857800039000,true,1,HENDRIKA WIRA SARANA,,,,1,1
344,344,IMPACK SUPREMASI,"Jl.Industri Raya IV Blok AG-No.8 
KM.8 RT.012 RW.002 Bunder Cikupa
Kabupaten Tangerang Banten 15710",T : 29022101-04 F : 29022110,"Jl.Industri Raya IV Blok AG-No.8 
KM.8 RT.012 RW.002 Bunder Cikupa
Kabupaten Tangerang Banten 15710",,0,315220772451000,true,1,IMPACK SUPREMASI,,,,1,1
345,345,KUSUMA INDRASARI GRAFITAMA,"Jl. Hanoman Raya No. 16
Krapyak - Semarang Barat
Semarang 50146",(024) 7613242,"Jl. Hanoman Raya No. 16
Krapyak - Semarang Barat
Semarang 50146",,0,17653106503000,true,1,KUSUMA INDRASARI GRAFITAMA,,,,1,1
346,346,VICTORY OFFSET PRIMA,"Kp. Bolang Rt.002 Rw.001 Pasir Bolang
Tigaraksa - Kabupaten Tangerang
Banten 15610",Telp ; 59405343 F: 59405338,"Jl. Aria Jaya Santika No. 8
Desa Pasir Bolang - Tigaraksa
Tangerang",,0,13601885451000,true,1,VICTORY OFFSET PRIMA,,,,1,1
347,347,MULTINDO SWADAYA MANDIRI,"Jl. Rawa Selatan VI/23 RT/RW 008/07
Kampung Rawa - Johar Baru
Jakarta Pusat 10550","+62 21 4251389, Fax. +62 21 4247841","Jl. Utan Panjang 2 No. 7 A
Jakarta Pusat",,0,19581628024000,true,1,MULTINDO SWADAYA MANDIRI,,,,1,1
348,348,BINARUPA AKSARA,"Jl. Raya Pondok Cabe Blok A.10-11
Ruko Taman Harmoni, Pondok Cabe Ilir
Pamulang - Tangerang Selatan",T. 021 7444555 F. 021 7411084,"Jln. PD. Cabe Blok A No. 10-11
Pondok Cabe Udik, Pamulang, Tangerang Selatan Banten",,0,16696619411000,true,1,BINARUPA AKSARA,,,,1,1
349,349,ARTHAWENASAKTI GEMILANG,"Jl. A. Yani Utara No. 32
Arjosari - Blimbing
Malang",T : 0341-468500 F : 0341-468501,"Jl. Raya Serang KM. 12 RT.3 RW.2
Kamp. Cirewed DS. Sukadamai
Cikupa - Tangerang
T : 021-5960599 F : 021-5960499",,0,15236979651000,true,1,ARTHAWENASAKTI GEMILANG,,,,1,1
350,350,SERPONG MEDIA GRAFIKA,"Taman Tekno BSD Sektor XI-6, 7, 12B, 15
Setu, Setu Tangerang Selatan",Tlp. (021) 75883965/66/67 Fax : 75883969,"Kaw. Industri Pergudangan Taman Tekno BSD sektor XI Blok D Kav. 6-7, BSD City 
Tangerang Selatan",,0,316978295411000,true,1,SERPONG MEDIA GRAFIKA,,,,1,1
351,351,KURNIAWAN SANTOSO,"Jl. Pucang Arjo No. 14
Kertajaya - Surabaya 60282",F : 031-5027541,"PT. Sekar Joyo
Jl. Pucang Windu 1 No. 1
Surabaya",,0,67835421606000,true,1,KURNIAWAN SANTOSO,,,,1,1
352,352,CIPTA SARANA SOLUSINDO,"Jl. Ahmad Yani No. 238
Blok C9-C-10 Jaya Plaza
Kacapiring, Batununggal
Bandung - Jawa Barat",83821046800,"Ruko Segitiga Emas Kosambi
Blok B No 16 - Bandung",,0,312027600424000,true,1,CIPTA SARANA SOLUSINDO,,,,1,1
353,353,KARYA HARAPAN,"Jl. A.Yani 33 Rt.04 Rw.03
Panjunan, Kota Kudus
Jawa Tengah",(0291) 439128,"Jl. A.Yani 33 Rt.004/Rw.3
Panjunan, Kota Kudus
Jawa Tengah",,0,11072675506000,true,1,KARYA HARAPAN,,,,1,1
354,354,BIAS INTER GRAFIKA,"Rungkut Industri VIII/30, Kutisari, 
Tenggilis Mejoyo, Surabaya,
Jawa Timur",031-843 9310,"Rungkut Industri VIII/30, Kutisari, 
Tenggilis Mejoyo, Surabaya,
Jawa Timur",,0,15269004615000,true,1,BIAS INTER GRAFIKA,,,,1,1
355,355,PUTRI GELORA JAYA,"Jl. Ngasinan No.9
Kepatihan, Menganti, Gresik, 
Jawa Timur 61174",031-7991616,"Jl. Ngasinan No.9
Kepatihan, Menganti, Gresik, 
Jawa Timur 61174",,0,11444023641000,true,1,PUTRI GELORA JAYA,,,,1,1
356,356,AVIA AVIAN,"Desa Wadungasih,
Wadungasih, Buduran,
Sidoarjo, Jawa Timur","(031) 8968000, fax (031) 8921734","Desa Wadungasih,
Wadungasih, Buduran,
Sidoarjo, Jawa Timur",,0,12032652641000,true,1,AVIA AVIAN,,,,1,1
357,357,SHIN WOO GLOBAL INDONESIA,"Jl. Flores I Blok C1-07
Kaw. Indust MM2100
DS. Mekar Wangi - Cikarang
Cikarang - Bekasi 17520",T : (021) 89981565-67 F : (021) 89981617,"Jl. Flores I Blok C1-07
Kaw. Indust MM2100
DS. Mekar Wangi - Cikarang
Cikarang - Bekasi 17520",,0,20266003052000,true,1,SHIN WOO GLOBAL INDONESIA,,,,1,1
358,358,TRISAKTI MUSTIKA GRAPHIKA,"Jl. Prof. DR. Hamka No. 9 Purwoyoso, Ngaliyan Semarang",Telp ( 024 ) 7603555,"Jl. Prof. DR. Hamka No. 9 Purwoyoso, Ngaliyan Semarang",,0,14969307511000,true,1,TRISAKTI MUSTIKA GRAPHIKA,,,,1,1
359,359,SUKSES BERSAMA SEJAHTERA,"Jl. Industri XVIII / 710 Muktiharjo Lor Genuk
Semarang Jawa Tengah",T (024) 6584533,"Jl. Industri XVIII / 710 Muktiharjo Lor Genuk
Semarang Jawa Tengah",,0,210505426518000,true,1,SUKSES BERSAMA SEJAHTERA,,,,1,1
360,360,ANDI OFFSET,"Jl. Beo 38 - 40 Caturtunggal - Depok - Sleman
Telp ( 0274 ) 561881",T (0274) 561881,"Jl. Beo 38 - 40 Caturtunggal - Depok - Sleman
Telp ( 0274 ) 561881",,0,14787402542000,true,1,ANDI OFFSET,,,,1,1
361,361,TRIO WARNA GEMPITA,"Jl. Pluit Kencana Raya, No. 64
Jakarta - 14450, Indonesia
Phone (021) 668 2488 (H)
Facs. (021) 669 1980",T : (021) 668 2488   F : (021) 669 1980,"Jl. Kamal Muara
Kompleks Kamal Bisnis Center/KBC
No. 89 (Kompleks TopSkor)
Jakarta - Indonesia
Phone (021) 559 59806 (H)
Facs. (021) 559 60615",,0,15922164046000,true,1,TRIO WARNA GEMPITA,,,,1,1
362,362,KALOLA PRINTING,"Jl. Raya Setu No. 1 Cipayung
Jakarta Timur 13880",Telp : 02184312643 Fax : 02184312645,"Jl. Raya Setu No. 1 Cipayung
Jakarta Timur 13880",,0,30790653009000,true,1,KALOLA PRINTING,,,,1,1
363,363,BALI MEDIA GRAFIKA,"Jl. Dewi Sartika Blok H-4
Dauh Puri Klod - Denpasar Barat
Kota Denpasar 00000",Telp : 548 0888 Fax : 5305466,"Jl. Palmerah Barat No. 35 Kel. Gelora Kec. Tanah Abang
Jakarta Pusat 10270",,0,27545631901000,true,1,BALI MEDIA GRAFIKA,,,,1,1
364,364,CENDANA OFFSET,"Jl. Pakel No. 58
Solo",(0271) 722828,"Jl. Pakel No. 58
Solo",,0,,true,1,CENDANA OFFSET,,,,1,1
365,365,MEDIA CETAK BATAM,"Komplek Lucky Permai No.27
Lubuk Baja Kota - Lubuk Baja",T : (+62 778) 429200 F : (+62 778) 422990,"Komplek Lucky Permai No.27
Lubuk Baja Kota - Lubuk Baja",,0,03.329.757.3-215.000,true,7,MEDIA CETAK BATAM,,,,1,1
366,366,BINANUSA SUMBER ANUGRAH,"Jl. Raya Asrama Divisi I Kostrad
No.6A RT.003 RW.002
Kel. Cilodong Kec. Cilodong
Depok, Jawa Barat",85280975191,"Jl. Raya Asrama Divisi I Kostrad
No.6A RT.003 RW.002
Kel. Cilodong Kec. Cilodong
Depok, Jawa Barat",,0,701067266412000,true,1,BINANUSA SUMBER ANUGRAH,,,,1,1
367,367,GRAFIKA TEMA BARU,"Jl. Pulo Ayang No. 5 Blok III/S No. 31 Kawasan Industri Pulogadung, Jakarta 13930",(021) 4800077 F : (021) 4800078,"Jl. Pulo Ayang No. 5 Blok III/S No. 31, Kawasan Industri Pulogadung, Jakarta 13930",,0,32908774004000,true,1,GRAFIKA TEMA BARU,,,,1,1
368,368,DANA KARYA,"Jl. Ploso Baru No. 153
Surabaya",(031) 3810705 - 06,"Jl. Ploso Baru No. 153
Surabaya",,0,62565155619000,true,1,DANA KARYA,,,,1,1
369,369,ANDALAN BERKAH INVESTAMA,"Jl. Kupang Jaya A2/74
Surabaya",Telp/Fax : 0317316030 / 7312009,"Jl. Kupang Jaya A2/74
Surabaya",,0,664481116604000,true,1,ANDALAN BERKAH INVESTAMA,,,,1,1
370,370,MUNCUL PUTRA OFFSET,"Kawasan Industri Candi, Blok 21/1, Ngaliyan
Ngaliyan, Semarang - Jawa Tengah",T : (024) 7627095,"Kawasan Industri Candi, Blok 21/1, Ngaliyan
Ngaliyan, Semarang - Jawa Tengah",,0,14566327511000,true,1,MUNCUL PUTRA OFFSET,,,,1,1
