Id,ContactGroupId,Name,NamaFakturPajak,Address,DeliveryAddress,NPWP,Description,ContactNo,PIC,PICContactNo,Email,IsTaxable,TaxCode,ContactType,DefaultPaymentTerm,IsDeleted,CreatedAt,UpdatedAt,DeletedAt
271,1,ADHITYA ANDREBINA AGUNG,ADHITYA ANDREBINA AGUNG,"Jl. Johar Baru Utara III / 8
Jakarta Pusat 10560","Jl. Johar Baru Utara III / 8
Jakarta Pusat 10560",13249974024000,,"420 9225, 420 9565, 421 3522, F. 424 5972",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:00,2014-12-22 12:10:41,
272,1,SURYA MAS ABADI MAKMUR,SURYA MAS ABADI MAKMUR,"Jl. Pulau Solor Kim IIRt. Rw. Saentis
Mabar-Pecut, Sei Deli Serdang","Jl. Pulau Solor, KM. II 
Mabar, Medan",21785381125000,,"Telp. (061) 6871585-87, Fax. (061) 6871578",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:00,2014-12-22 12:11:10,
273,1,ELING WIDJAJA,ELING WIDJAJA,"Jl. Jalak Barat No. 16 RT/RW : 07/04 
Pekauman - Tegal Barat
Kota Tegal - 52113","Jl. Jalak Barat No. 16 RT/RW : 07/04 
Pekauman - Tegal Barat
Kota Tegal - 52113",87721577501000,,F :0283 - 353695;  T :0283 - 358910/355966,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:00,2014-12-22 12:10:32,
274,1,JURNALINDO AKSARA GRAFIKA,JURNALINDO AKSARA GRAFIKA,"Wisma Bisnis Indonesia, Lt. 5
Jl. KH. Mas Mansyur No. 12A, 
Karet Tengsin - Jakarta Pusat","Wisma Bisnis Indonesia, Lt. 5
Jl. KH. Mas Mansyur No. 12A, 
Karet Tengsin - Jakarta Pusat",13877964073000,,"Telp. (021) 57901023 ext. 571, Fax (021) 57901028",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:00,2014-12-22 12:10:32,
275,1,KARINA ENVELOPE,KARINA ENVELOPE,"Jl. Industri Raya IV, Blok AG No. 8, Gedung No. 1 
Bunder-Cikupa Tangerang","Kawasan Industri Jatake
Jl. Raya Industri IV Blok AG No. 8 Kel. Bunder
Gedung No. 1,Kec. Cikupa, Kab. Tangerang-15710",25748435451000,,tl5401735/41 f:6195483 / 29022110 /66694449,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:00,2014-12-22 12:10:32,
276,1,PRINTING SERVICE SOLUTION (PSS),PRINTING SERVICE SOLUTION,"Komplek Multi Guna Blok A No.2 Pakualam Serpong Utara
Tangerang Banten - 15325","Komplek Multi Guna Blok A No.2 Pakualam Serpong Utara
Tangerang Banten - 15325",29093895411000,,T:5399585 F:5399586,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:00,2015-01-17 11:07:49,
277,1,MANROLAND SINGAPORE Pte Ltd,MANROLAND SINGAPORE Pte Ltd,"140 Paya Lebar Road
#07-09 Singapore 409015
Singapore","140 Paya Lebar Road
#07-09 Singapore 409015
Singapore",0,,+65 6747 0737,,,,True,7,CUSTOMER,0,False,2014-12-19 08:56:00,2014-12-22 12:10:32,
278,1,SAKATA INX INDONESIA,SAKATA INX INDONESIA,"Graha Indochem 7TH Floor
Jl.Pantai Indah Kapuk Boulevard Kav.SSB/E
Jakarta Utara","PT.SAKATA INX INDONESIA,FACTORY
Jl.Raya Serang KM.12
Desa Bunder,Cikupa
Tangerang",10618361052000,,T: 569 48580 F:56948581,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:00,2014-12-22 12:11:05,
279,1,DIC GRAPHICS,DIC GRAPHICS,"Jl.Rawagelam III,Blok II L kav 8-9
Kawasan Industri Pulogadung 
Jakarta 13012","Jl.Rawagelam III,Blok II L kav 8-9
Kawasan Industri Pulogadung 
Jakarta 13012",20266037052000,,"T : 021-4613525 F: 4613524,46822850",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:01,2014-12-22 12:10:32,
280,1,PERCETAKAN BALI,PERCETAKAN BALI,"Jl.Gajah Mada I No.1 DauhPuri,kangin,Denpasar Barat
Denpasar-Bali","Jl.Gajah Mada I No.1 DauhPuri,kangin,Denpasar Barat
Denpasar-Bali",11263605904000,,"(0361)235221 / 234723, Fax. 0361-263347",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:01,2014-12-22 12:10:32,
281,1,GEMILANG MAJU MAKMUR,GEMILANG MAJU MAKMUR,"Jl. Pinang No. 29, Rawa mangun 
Pulo Gadung - Jakarta Timur","Jl. Pinang No. 29, Rawa mangun 
Pulo Gadung - Jakarta Timur",27028265003000,,"Telp. (021) 47882655, Fax (021) 47882649",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:01,2014-12-22 12:10:33,
282,1,REGINA,REGINA,"Komplek Duta Kencana II Blok A3 No. 12 Jl. K.H Sholeh Iskandar
Kedung Badak Bogor 16710","CV. Duta Grafika (Regina Group)
Jl. Veteran II No. 18 Ds. Teluk Pinang Ciawi Bogor 
Telp : 0251-8249053",16270753431000,,"0251-8382307, 8348253 Fax: 0251-8390263",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:01,2014-12-22 12:10:33,
283,1,ASABA PRIMAMAKMUR,ASABA PRIMAMAKMUR,"Jl. Raya Serang Km. 16.8
Talaga - Cikupa
Tangerang","Jl. Raya Serang Km. 16.8
Desa Telaga, Kec. Cikupa 
Tangerang",15921471451000,,"Telp. (021) 5960786-9, Fax. (021) 5960790",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:01,2014-12-22 12:10:33,
284,1,INDAHCUP SUKSES MAKMUR,INDAHCUP SUKSES MAKMUR,"Jl. Raya Cileungsi Km. 7.5 Rt. 002 / Rw. 00, Klapa Nunggal, Klapa Nunggal, Bogor - Jawa Barat","Jl. Raya Cileungsi Km. 7.5, Cileungsi - Cibinong 16820",17792128431000,,"Telp. 021-823 0883, Fax 021 - 823 0722",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:01,2014-12-22 12:10:33,
285,1,ANWAR PRIYADI,ANWAR PRIYADI,"Jl. Taman Siswa No. 80
Yogyakarta 55151","Jl. Taman Siswa No. 63 RT. 53, RW. 17, Wirogunan Mergangsan
Yogyakarta",62882006541000,,"P : 0274-376730, F : 0274-411254",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:01,2014-12-22 12:10:33,
286,1,GAMMA BINTANG GRAFIKA,GAMMA BINTANG GRAFIKA,"Jl. Sunter Muara Baru, Blok A No.6 B, 
Sunter Agung - Tanjung Priuk 
Jakarta Utara 14350","Jl. Sunter Muara Baru, Blok A No.6 B, 
Sunter Agung - Tanjung Priuk 
Jakarta Utara 14350",18048231048000,,"Telp. (021) 6515522, fax. (021) 6519165",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:01,2014-12-22 12:10:48,
287,1,ESTU KARYA UTAMA GRAFIKA,ESTU KARYA UTAMA GRAFIKA,"Kawasan Industri Sentul 
Jl. Lintang Raya Blok E - 1
Sentul Babakan Madang Bogor

Alamat alternatif : Ruko Graha Cempaka Mas Blok D1 No.16","Kawasan Industri Sentul 
Jl. Lintang Raya Blok E - 1
Sentul Babakan Madang 
Bogor 16810",19199892403001,,"Telp. 021 - 875 6100 / 428 76100, Fax. 021 - 876 3873",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:01,2014-12-22 12:10:33,
288,1,DWI ANEKA JAYA KEMASINDO,DWI ANEKA JAYA KEMASINDO,"JL.Telesonik No. 1 Jati Uwung 
Tangerang - Banten","Jl. Industri Raya II/5 kel. Pasir Jaya
Jatiuwung - Tangerang",18042788415000,,"(021)  5903636, Fax. 59305801",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:01,2014-12-22 12:10:34,
289,1,BETAWIMAS CEMERLANG,BETAWIMAS CEMERLANG,"Kampung Cikiwul RT/RW 004/004
Cikiwul - Bantar Gebang 
Bekasi 17310","Jl. Garuda No. 80 L, Kemayoran, Jakarta 10620",13443734432000,,(021) 8250220 / 82604866 Fax:82604867,,,,True,1,SUPPLIER,0,False,2014-12-19 08:56:01,2014-12-22 12:11:16,
290,1,JAMBI MEDIA GRAFIKA,JAMBI MEDIA GRAFIKA,"Jl. Lingkar Selatan I Rt. 030, Palmerah 
Jambi Selatan - Kota Jambi","Jl. Palmerah Selatan, No. 3
( Gedung ex. Tabloid BOLA )
Jakarta 10270",27155647331000,,(021) 5483008  ext. 7611-7612 F. 5305466,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:02,2014-12-22 12:10:34,
291,1,SATYAMITRA KEMAS LESTARI,SATYAMITRA KEMAS LESTARI,"Jl. Raya Serang KM. 25.6, 
Kaw. Industri Benua Perma Kav. L
Cisereh - Tigaraksa 
Tangerang","Kawasan Industri Benua Permai Lestari 
Jl. Raya Serang KM. 25.6
Desa Cisereh, Tigaraksa 
Tangerang",20931671415000,,"TELP. 021-5950988, FAX. 021-5950089",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:02,2014-12-22 12:10:34,
292,1,INDAH JAYA ADIPRATAMA,INDAH JAYA ADIPRATAMA,"Jl. Kopo No. 633, KM. 13.4, Pangauban
Ketapang - Kab. Bandung 
Jawa Barat","Jl. Dr. Muwardi I No.37
Grogol - Jawa Barat",14766224441000,,Telp. 022 5891520 F. 022-5891319,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:02,2014-12-22 12:10:34,
293,1,ARTINDO TATA WARNA,ARTINDO TATA WARNA,"Komplek Dua Muara Indah Blok CC
No. 18 - 18A Kapuk Muara Penjaringan 
Jakarta Utara 14460","Komplek Dua Muara Indah Blok CC
No. 18 - 18A Kapuk Muara Penjaringan 
Jakarta Utara 14460",22964068047000,,"TELP & Fax. 021 - 5596 5604, FAX. 021- 5596 5418",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:02,2014-12-22 12:10:34,
294,1,MANROLAND INDONESIA,MANROLAND INDONESIA,"Gd. Philips, Jl. Buncit Raya Kav. 100, 
Rt. 001 Rw. 007, Pejaten Barat - Pasar Minggu 
Jakarta Selatan - DKI Jakarta Raya","Jl. Raya Kupang Indah No. 31
Surabaya - Jawa Timur 
60189",30075071056000,,"F JKT:7984288 T: 79199818 T SBY(031) 734 0322, F(031) 734905",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:02,2014-12-22 12:10:34,
295,1,SUBAHTERA SEMESTA GRAPHIKA,SUBAHTERA SEMESTA GRAPHIKA,"Jl. Mangga Ubi No. 52, Rt. 006/007
Kapuk - Jakarta Barat","Jl. Mangga Ubi No. 52, Rt. 006/007
Kapuk - Jakarta Barat",13632864046000,,"Telp. (021) 54390202, Fax. (021) 543 90009",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:02,2014-12-22 12:11:09,
296,1,HARCO NANCY,HARCO NANCY,Jl.Mesjid No.137 Medan,Jl. Mesjid No.137 Medan,26377416111000,,"Telp. 021 - 661 1117/18, Fax. 021 - 661 1118",,,,True,2,CUSTOMER,0,False,2014-12-19 08:56:02,2014-12-22 12:10:34,
297,1,Multi Kreasi Cipta Sukses,Multi Kreasi Cipta Sukses,"Jl.Sultan Iskandar Muda No.88C Rt 009 Rw.001 Kebayoran lama
Jakarta Selatan","Jl. Raya Suradita Rt.001
Serpong Tangerang Selatan",211021852013000,,"021-75818245, 75818246, 75818250, 021-51377282, Fax. 021-758",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:02,2014-12-22 12:10:34,
298,1,SINAR DJAJA CAN,SINAR DJAJA CAN,"JL. MUNCUL, DS. KEBOANSIKEP
GEDANGAN - SIDOARJO 
JAWA TIMUR","JL. MUNCUL, DS.KEBOANSIKEP
GEDANGAN - SIDOARJO 
JAWA TIMUR",15103716641000,,"T. 031-8536777/8544777, F. 0318532988/8544560/8549999",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:02,2014-12-22 12:11:08,
299,1,SETIA USAHA,SETIA USAHA,"Jl. Krekot Jaya Blok D No. 8 RT 004 RW 007
Pasar Baru - Sawah Besar 
Jakarta Pusat","Jl.Industri X No.24
Gunung sahari
Jakarta pusat",311628838075000,,"T:6017617,6017487 F:6017615",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:02,2014-12-22 12:11:07,
300,1,BALI POST,BALI POST,"Jl.Kepundung 67A
denpasar,bali","Jl.Kepundung 67A
denpasar,bali",11263761904000,,"(0361) 225764, Fax  227418",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:02,2014-12-22 12:10:42,
301,1,MEGA WARNA MITRA INSPIRASI,MEGA WARNA MITRA INSPIRASI,"Jl. Musi No. 11 RT 012 RW 002
Cideng - Gambir 
Jakarta Pusat","Jl.Musi II No.1 Cideng
Jakarta 10150",210508123028000,,T:3809480 F:3502104,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:02,2014-12-22 12:10:34,
302,1,MITRACITRA MANDIRIOFFSET,MITRACITRA MANDIRIOFFSET,"Jl. Raya Surabaya Mojokerto KM 19
Bringinbendo, Taman Sidoarjo 
Jawa Timur - 00000","Jl. Raya Surabaya Mojokerto KM 19,
Bringinbendo, Taman Sidoarjo, 
Jawa Timur 61257",16730913641000,,"Telp. 031-7886564, Fax 031-7886573",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:02,2014-12-22 12:10:35,
303,1,MANDIRI PRIMATAMA SEJAHTERA,MANDIRI PRIMATAMA SEJAHTERA,"Ruko PTC Blok 8C/26
Raya Bekasi, KM 52, Rawa Teratai 
Cakung - Jakarta Timur","Jl. Raya Narogong Km. 26
Kembang Kuning - Kelapa Nunggal 
Bogor 16820",29985645004000,,"Fax. 02182496956, Telp.  82497969",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:03,2014-12-22 12:10:35,
304,1,SINAR ABADI,SINAR ABADI,"Jl. Bridjen Katamso 211
Sidoarjo","Jl. Bridjen Katamso 211
Sidoarjo",41109083643000,,T. 031-8536177  F. 031-8532137,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:03,2014-12-22 12:11:08,
305,1,BUDI HENDRATA STEFANUS,BUDI HENDRATA STEFANUS,"Jl. Niaga No. 11
Malang","PT GRACIA OFFSET
Jl. Niaga 9 - 11
Malang
Jawa Timur",40138141623000,Gracia offset,T. 0341-367841 F. 0341-322676,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:03,2015-03-19 21:23:02,
306,1,ANDHIKAMITRA ADIKENCANA,ANDHIKAMITRA ADIKENCANA,"Jl. Raya Mondoroko II / 14
Pagentan Singosari - Malang 
Jawa Timur 65153","Jl. Raya Mondoroko II / 14
Pangentan Singosari - Malang 
Jawa Timur 65153",15236367651000,,T. 0341 4582689  F. 0341 458508,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:03,2014-12-22 12:10:35,
307,1,"KEDAUNG INDAH CAN, TBK","KEDAUNG INDAH CAN, TBK","Jl. Raya Rungkut no. 15 - 17, 
Rungkut - Rungkut,
Surabaya","Jl. Raya Rungkut 15 - 17
Surabaya",11332129054000,,"t. 031 8700088, 8700006",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:03,2014-12-22 12:10:35,
308,1,KEDAULATAN RAKYAT,KEDAULATAN RAKYAT,"Jl. P. Mangkubumi 40-46
Yogyakarta","Jl. Raya Solo Km. 11 Kalitirto
Sleman, Yogyakarta
Tlp. 0274-496549/449",11367307541000,,T. 0274 565685  F. 0274 563125 / 555662,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:03,2014-12-22 12:10:35,
309,1,MAKMUR INTERPACK,MAKMUR INTERPACK,"Buah 2 No. 40 RT 09/04
Jl. Raya Bandung Garut Km. 19.8 Rancaekek
Bandung","Jl. Terusan Kiaracondong No. 2 
Jawa Barat 
Bandung 40286",,,T : 022-7507028-29  F : 022-7566,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:03,2014-12-22 12:10:56,
310,1,CHAMPION P & B,CHAMPION P & B,"Jl. Muncul No. 2
RT 007 RW 002 Keboansikep
Gedangan - Sidoarjo","Jl. Muncul No. 2
RT 007 RW 002 Keboansikep
Gedangan - Sidoarjo",23916208643000,,T. 031-8546196 f. 031-8546074,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:03,2014-12-22 12:10:36,
311,1,ARTULASE,ARTULASE,"Jl. Tawang mangu 1 No. 50 
Cengkareng Kalimati
Jakarta Barat","Jl. Tawang mangu 1 No. 50 
Cengkareng Kalimati
Jakarta Barat",313581738034000,,T/F : 54366267,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:03,2014-12-22 12:10:36,
312,1,PAXAR INDONESIA,PAXAR INDONESIA,"Diamond Techno Park Blok C-1 No. 14
Lippo Cikarang, Cibatu, Cikarang Selatan 
Bekasi - Jawa Barat","Diamond Techno Park Blok C-1 No. 14
Lippo Cikarang, Cibatu, Cikarang Selatan 
Bekasi - Jawa Barat",21928676057000,,Telp : +62-21-89901550 | Fax :+62-21-89901552 / 53,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:03,2014-12-22 12:11:00,
313,1,REMAJA ROSDAKARYA,REMAJA ROSDAKARYA,"Jl. Raya Cimahi Padalarang No. 93
Kab. Bandung Barat 40553","Jl. Raya Cimahi Padalarang No. 93
Kab. Bandung Barat 40553",14945034441000,,T. 022-6654007  F. 022-6654017,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:03,2014-12-22 12:10:36,
314,1,SINAR MEDIA ABADI,SINAR MEDIA ABADI,"Jl. Cikunir Raya No. 45 RT 003 RW 002
Kelurahan Jaka Mulya Kec. Bekasi Selatan 
Bekasi - Jawa Barat","Jl. Cikunir Raya No. 45 RT 003 RW 002
Kelurahan Jaka Mulya Kec. Bekasi Selatan 
Bekasi - Jawa Barat",313958142432000,,T/F. 82425554,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:04,2014-12-22 12:10:36,
315,1,EXTRUPACK,EXTRUPACK,"Jl. Raya Bekasi Km. 28,5, Kali Baru, Medan Satria, Kotamadya Bekasi, Jawa Barat 17133","Jl. Raya Bekasi Km. 28,5, Kalibaru, Bekasi 17133",11316338431000,,"(021) 8842291, Fax. 8842292",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:04,2014-12-22 12:10:47,
316,1,ADHI CHANDRA DWIUTAMA,ADHI CHANDRA DWIUTAMA,"Jl. Kiaracondong No. 42 RT 002 RW 003
Kebonwaru - Batununggal
Bandung - Jawa Barat","Jl. Kiaracondong No. 42 RT 002 RW 003
Kebonwaru - Batununggal
Bandung - Jawa Barat",14654628424000,,T : 022-7275416 F : 022-7208050,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:04,2014-12-22 12:10:36,
317,1,JASUINDO TIGA PERKASA Tbk,JASUINDO TIGA PERKASA Tbk,"Jl. Raya Betro No. 21 Sedati
Sidoarjo 61253","Jl. Raya Betro No. 21 Sedati
Sidoarjo 61253",15312614054000,,T : (031)8910919/8910840 F : (031)8910928,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:04,2014-12-22 12:10:36,
318,1,SRIWIJAYA PERDANA,SRIWIJAYA PERDANA,"Jl. Basuki Rahmat No 1608 B-D
Palembang 30128","Jl. Palmerah Selatan No. 12, 
(Gedung ex. Tabloid Bola)
Jakarta 10270.",14239826308000,,(021) 5483008/5480888/5490666 ext. 7611-7612 F. 5495358,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:04,2014-12-22 12:10:37,
319,1,MEDIA CENTERLINK,MEDIA CENTERLINK,"JL. GEJAYAN NO. 16
DEMANGAN, GONDOKUSUMAN
YOGYAKARTA, D I
YOGYAKARTA 
00000","JL. GEJAYAN NO. 16
DEMANGAN, GONDOKUSUMAN
YOGYAKARTA, D I
YOGYAKARTA 
00000",27555051541000,,T : 0274-566755 Fax. 0274 515306,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:04,2014-12-22 12:10:56,
320,1,KARYA MITRA SEJAHTERA,KARYA MITRA SEJAHTERA,"Jl. Pulau Halmahera No. 60
Lolu Selatan-Palu Selatan
Palu","Jl. Pulau Halmahera No. 60
Lolu Selatan-Palu Selatan
Palu",27943901831000,,T : 0451 429341/421745,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:04,2014-12-22 12:10:37,
321,1,WAHANA JAVA SEMESTA INTERMEDIA,WAHANA JAVA SEMESTA INTERMEDIA,Jl. Perjuangan No. 09 Cirebon,Jl. Perjuangan No. 09 Cirebon,20334827426000,,Telp 0231-483531/32 Fax  0231-483533,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:04,2014-12-22 12:10:37,
322,1,HORA CIPTA JAYA,HORA CIPTA JAYA,"Kp. Rumpak Sinang
RT. 01 RW. 02 Pakulonan Barat
Kelapa Dua
Tangerang","Kp. Rumpak Sinang
RT. 01 RW. 02 Pakulonan Barat
Kelapa Dua
Tangerang",19400829451000,,T:54203872 F:54205908,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:04,2014-12-22 12:10:37,
323,1,CITRA MANDIRI METALINDO,CITRA MANDIRI METALINDO,"Jl. Raya Narogong KM 12, Pangkalan Cikiwul - Bantar Gebang
Bekasi 17151","Jl. Raya Narogong KM 12, Pangkalan Cikiwul - Bantar Gebang
Bekasi 17151",,,"(021) 82607572, fax. 82607570",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:04,2014-12-22 12:10:45,
324,1,ROYAL STANDARD JAYA LESTARI,ROYAL STANDARD JAYA LESTARI,"Rukan Multiguna Kemayoran
Jl. Rajawali Selatan Raya Blok C5 No. 2 6A&6B
Jakarta Utara",Jl. Raya Klari No. 45 Karawang 41371,31253586044000,,T : 64703421 F : 64703422,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:05,2014-12-22 12:10:37,
325,1,SAKA MEDIA SATWIKA,SAKA MEDIA SATWIKA,"Jl. Cahaya Raya Kav H 4 - B
Leuwinutug, Citeureup, Bogor, Jawa Barat","Jl. Cahaya Raya Kav H 4 - B       
Kawasan Industri Sentul - Bogor",24670721436000,,T:02129455041,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:05,2014-12-22 12:10:37,
326,1,INTIBARU SUKSES BERSAMA PRINTING,INTIBARU SUKSES BERSAMA PRINTING,"Jl. Seni Budaya V No. 36 RT 010 RW.004 
Jelambar Baru - Grogol Petamburan
Jakarta Barat - DKI Jakarta","Jl. Seni Budaya V No. 36 RT 010 RW.004 
Jelambar Baru - Grogol Petamburan
Jakarta Barat - DKI Jakarta",314440876036000,,T:56950730 F:56950731,,,,False,1,CUSTOMER,0,False,2014-12-19 08:56:05,2014-12-22 14:32:29,
327,1,MUJUR,MUJUR,"Jl. Bangau No. 4 RT.013/007, Gunung Sahari Selatan Kemayoran Jakarta Pusat DKI Jakarta Raya - 00000",Jl. Kepu Selatan No 48 Jakarta,13516547027000,,T : 4223385/4253891 F : 4203019,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:05,2014-12-22 12:10:58,
328,1,.LINA KARTIKA SUNGADI,.LINA KARTIKA SUNGADI,"Jl. Kepu Timur GG. VI No. 121, Kemayoran 
Kemayoran Jakarta Pusat DKI Jakarta Raya - 10620","Jl. Kepu Timur GG. VI No. 121, Kemayoran 
Kemayoran Jakarta Pusat DKI Jakarta Raya - 10620",62695366027001,,"T : 4226152, 4259547 F : 4259547",,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:05,2014-12-22 12:10:37,
329,1,WAHANA SEMESTA MAGELANG,WAHANA SEMESTA MAGELANG,"Jl. Ahmad Yani No. 348 RT.004 RW.009, 
Kedungsari, Magelang Utara
Magelang, Jawa Tengah","Jl. Ahmad Yani No. 348 RT.004 RW.009, 
Kedungsari, Magelang Utara
Magelang, Jawa Tengah",28401420524000,,T : 0293 310846 F : 0293 363883,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:05,2014-12-22 12:10:37,
330,1,CIPTA SRIGATI LESTARI,CIPTA SRIGATI LESTARI,"Jl. Gunung Sahari Raya No. 2 Komp. Marinatama, Mangga Dua Blok H/9, Pademangan Barat
Pademangan - Jakarta Utara","Jl. Inti I Gedung CTC 1 Lantai 1
Kawasan Hyundai
Cikarang, Beaksi",18853424044000,,T : 7181852 F : 7181854,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:05,2014-12-22 12:10:37,
331,1,IWAN LOEKANTORO LAKSMONO (KALENG RAYA),IWAN LOEKANTORO LAKSMONO,"Jl. Pandegiling No. 107 RT/RW, 003/011 DR.Sutomo - Tegalsari
Surabaya - 60264","Jl. Berbek Industri 7 / 12
Surabaya",64806326607000,,T : 031-8430951 F : 031-8418978 / 8415755,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:05,2015-01-17 12:13:51,
332,1,SYGMA EXA GRAFIKA,SYGMA EXA GRAFIKA,"Jl. Babakan Sari 1 No. 71
RT.008 RW.018, Bbk Sari Kiaracondong
Kota Bandung, Jawa Barat 40283","Jl. Babakan Sari 1 No. 71
RT.008 RW.018, Bbk Sari Kiaracondong
Kota Bandung, Jawa Barat 40283",312301955424000,,T : 022-7208298 F : 022-87240636,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:05,2014-12-22 12:10:38,
333,1,PUSAKA SEJAHTERA MANDIRI,PUSAKA SEJAHTERA MANDIRI,Jl. Jelambar Fajar 48 RT.003/007 Penjaringan Jakarta Utara DKI Jakarta Raya - 14450,Jl. Jelambar Fajar 48 RT.003/007 Pernjaringan Jakarta Utara DKI Jakarta Raya - 14450,13186218041000,,(021)6695114/590 Fax : (021) 6612409,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:05,2014-12-22 12:11:03,
334,1,DAITO INTERNUSA SUKSES,DAITO INTERNUSA SUKSES,"Jl. Rijasa No. 1 
Dangin Puri Kangin - Denpasar Utara
Denpasar - Bali","Jl. Rijasa No. 1 
Dangin Puri Kangin - Denpasar Utara
Denpasar - Bali",27549237901000,,T : 0361-223043/231111 F : 0361-227924,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:05,2014-12-22 12:10:38,
335,1,CIPTA CEKAS GRAFIKA,CIPTA CEKAS GRAFIKA,"Jl. Palasari No.22, Malabar Lengkong Bandung Jawa Barat","Jl. Palasari No.22, Malabar Lengkong Bandung Jawa Barat",19103837441000,,f. 022-7302326,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:05,2014-12-22 12:10:38,
336,1,KARISMA AKSARA MEDIATAMA,KARISMA AKSARA MEDIATAMA,"Jln. PD. Cabe Blok A No. 10-11
Pondok Cabe Udik, Pamulang, Tangerang Selatan Banten","Jln. PD. Cabe Blok A No. 10-11
Pondok Cabe Udik, Pamulang, Tangerang Selatan Banten",17751090411000,,T. 021 7444555 F. 021 7411084,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:06,2014-12-22 12:10:38,
337,1,MANDOM INDONESIA TBK.,MANDOM INDONESIA TBK.,"Jl.Yos Sudarso By Pass
Sunter Jaya Tanjung Priok 
Jakarta Utara","Kawasan Industri MM2100
Jln. Jawa Blok J No.9
Cibitung - Bekasi",10006146092000,,fax. 021 89982271 Deden : 085890193221,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:06,2014-12-22 12:10:38,
338,1,AJIVA CITRA DUNIA,AJIVA CITRA DUNIA,"Jl. Joglo Raya No. 47 RT.001/002
Kembangan Jakarta Barat
DKI Jakarta Raya - 11640","Jl. Joglo Raya No. 47 RT.001/002
Kembangan Jakarta Barat
DKI Jakarta Raya - 11640",19980028086000,,021-58903081/82 fax : 021-58903037,,,,True,1,CUSTOMER,0,False,2014-12-19 08:56:06,2014-12-22 12:10:38,
