Id,Code,PurchaseOrderId,ItemId,Quantity,IsAllReceived,PendingReceivalQuantity,Price,IsConfirmed,ConfirmationDate,IsDeleted,DeletedAt,CreatedAt,UpdatedAt
224,2015.1.29.154,57,411,720,True,0,1.85,True,2014-11-11,False,,2015-01-21 08:44:31,2015-01-29 10:24:12
225,2015.1.29.155,57,414,10,True,0,84,True,2014-11-11,False,,2015-01-21 08:49:11,2015-01-29 10:24:12
226,2015.1.30.156,58,5446,57.19,True,0,36.26,True,2014-11-11,False,,2015-01-21 09:16:54,2015-04-07 16:34:32
227,2015.1.31.157,59,5158,1,False,1,0,False,,True,2015-02-09 17:46:45,2015-01-21 09:22:21,2015-02-09 17:46:31
228,2015.1.32.158,60,502,5,False,5,13.58,True,2014-12-10,False,,2015-01-21 09:24:45,
229,2015.1.33.159,61,500,5,True,0,13.58,True,2014-12-11,False,,2015-01-21 09:27:23,2015-01-29 10:22:49
230,2015.1.33.160,61,502,5,True,0,13.58,True,2014-12-11,False,,2015-01-21 09:27:52,2015-01-29 10:22:49
231,2015.1.33.161,61,503,10,True,0,53.12,True,2014-12-11,False,,2015-01-21 09:33:52,2015-01-29 10:22:49
232,2015.1.34.162,62,100,2909,False,2909,5990,True,2014-08-28,False,,2015-01-21 10:52:17,
233,2015.2.1.1,63,4987,20,True,0,29500,True,2015-01-20,False,,2015-02-09 16:02:23,2015-02-15 22:06:27
234,2015.2.1.2,63,5179,4,True,0,26000,True,2015-01-20,False,,2015-02-09 16:04:59,2015-02-15 22:06:27
235,2015.2.2.3,64,748,2,True,0,180000,True,2015-01-26,False,,2015-02-09 16:12:57,2015-02-15 22:23:15
236,2015.2.3.4,65,5180,48,False,48,13450,True,2015-01-26,False,,2015-02-09 16:23:48,
237,2015.2.3.5,65,5181,24,False,24,13450,True,2015-01-26,False,,2015-02-09 16:24:08,
238,2015.2.4.6,66,5182,2,True,0,266000,True,2015-01-26,False,,2015-02-09 16:41:20,2015-02-15 22:41:30
239,2015.2.5.7,67,425,8,True,0,14.5,True,2015-01-27,False,,2015-02-09 16:47:23,2015-02-10 16:31:34
240,2015.2.6.8,68,5183,1,True,0,292,True,2015-01-29,False,,2015-02-09 16:56:27,2015-03-04 21:13:58
241,2015.2.7.9,69,892,5,False,5,300,False,,True,2015-02-09 17:31:31,2015-02-09 17:30:37,2015-02-09 17:31:19
242,2015.1.31.9,59,860,60.36,False,60.36,52.53,True,2014-11-12,False,,2015-02-09 17:47:52,2015-03-11 15:12:05
243,2015.2.7.10,70,73,6,True,0,102000,True,2015-02-02,False,,2015-02-09 19:23:39,2015-02-15 22:37:38
244,2015.2.7.11,70,5184,20,True,0,18000,True,2015-02-02,False,,2015-02-09 19:25:40,2015-02-15 22:37:38
245,2015.2.7.12,70,5179,6,True,0,26000,True,2015-02-02,False,,2015-02-09 19:26:10,2015-02-15 22:37:38
246,2015.2.7.13,70,45,10,True,0,30000,True,2015-02-02,False,,2015-02-09 19:26:36,2015-02-15 22:37:38
247,2015.2.8.14,71,16,6,True,0,122000,True,2015-02-02,False,,2015-02-09 19:31:36,2015-02-15 22:39:04
248,2015.2.9.15,72,800,2,True,0,41100,True,2015-02-02,False,,2015-02-09 19:33:30,2015-02-15 22:33:36
249,2015.2.9.16,72,801,2,True,0,71000,True,2015-02-02,False,,2015-02-09 19:33:48,2015-02-15 22:33:36
250,2015.2.10.17,73,834,15000,True,0,619.72,True,2015-02-02,False,,2015-02-09 19:40:12,2015-02-15 22:35:01
251,2015.2.11.18,74,5188,1,False,1,1200000,True,2015-02-03,False,,2015-02-09 19:58:29,
252,2015.2.12.19,75,5181,36,False,36,14270,True,2015-02-03,False,,2015-02-09 20:00:31,
253,2015.2.13.20,76,5189,3,False,3,200000,False,,True,2015-02-09 20:16:36,2015-02-09 20:08:23,2015-02-09 20:13:26
254,2015.2.13.21,76,5190,2,False,2,400000,False,,True,2015-02-09 20:16:42,2015-02-09 20:08:38,2015-02-09 20:13:26
255,2015.2.13.20,77,5189,3,False,3,200000,True,2015-02-04,False,,2015-02-09 20:17:40,
256,2015.2.13.21,77,5190,2,False,2,400000,True,2015-02-04,False,,2015-02-09 20:17:58,
257,2015.2.14.22,78,5032,3,False,3,109090.91,True,2015-02-06,False,,2015-02-09 20:19:49,2015-02-09 20:23:01
258,2015.2.14.23,78,5033,2,False,2,131818.18,True,2015-02-06,False,,2015-02-09 20:20:04,2015-02-09 20:23:51
259,2015.2.15.24,79,759,300,False,300,6.5,True,2015-02-09,False,,2015-02-09 20:27:09,
260,2015.2.16.25,80,5030,10,False,10,34000,True,2015-02-09,False,,2015-02-09 20:28:54,
261,2015.2.16.26,80,2,15,False,15,37500,True,2015-02-09,False,,2015-02-09 20:29:18,
262,2015.2.16.27,80,83,14,False,14,57600,True,2015-02-09,False,,2015-02-09 20:29:58,
263,2015.2.17.28,81,17,10,False,10,100000,True,2015-02-09,False,,2015-02-09 20:50:37,
264,2015.2.18.29,82,5191,3,False,3,450000,True,2015-02-10,False,,2015-02-09 20:53:44,
265,2015.2.19.30,83,5192,1,True,0,1900000,True,2015-01-05,False,,2015-02-09 21:02:39,2015-02-15 21:50:06
266,2015.2.19.31,83,5193,1,True,0,220000,True,2015-01-05,False,,2015-02-09 21:04:45,2015-02-15 21:50:06
267,2015.2.19.32,83,5194,1,True,0,350000,True,2015-01-05,False,,2015-02-09 21:05:15,2015-02-15 21:50:06
268,2015.2.19.33,83,5195,1,True,0,350000,True,2015-01-05,False,,2015-02-09 21:05:32,2015-02-15 21:50:06
269,2015.2.20.34,84,5196,4,False,4,175000,False,,True,2015-02-09 21:22:13,2015-02-09 21:19:28,2015-02-09 21:21:46
270,2015.2.20.34,85,5196,4,False,4,175000,True,2015-02-05,False,,2015-02-09 21:26:56,
271,2015.2.21.35,86,5197,50,False,50,15000,True,2015-01-08,False,,2015-02-09 21:34:19,
272,2015.2.22.36,87,5198,1,False,1,623000,True,2015-01-08,False,,2015-02-10 22:05:19,
273,2015.2.23.37,88,5199,10,False,10,35000,True,2015-01-09,False,,2015-02-10 22:15:09,
274,2015.2.23.38,88,5200,1,False,1,275000,True,2015-01-09,False,,2015-02-10 22:15:36,
275,2015.2.23.39,88,5201,1,False,1,210000,True,2015-01-09,False,,2015-02-10 22:16:01,
276,2015.2.24.40,89,5202,100,False,38,16500,True,2015-01-12,False,,2015-02-10 22:19:55,2015-02-15 22:32:17
277,2015.2.25.41,90,803,72,True,0,71000,True,2014-12-01,False,,2015-02-12 17:24:10,2015-02-12 17:58:45
278,2015.2.25.42,90,802,49,True,0,63000,True,2014-12-01,False,,2015-02-12 17:24:29,2015-02-12 17:58:45
279,2015.2.26.43,91,5203,1,True,0,120000,True,2014-12-23,False,,2015-02-12 22:21:24,2015-02-12 22:43:25
280,2015.2.26.44,91,5204,2,True,0,120000,True,2014-12-23,False,,2015-02-12 22:23:32,2015-02-12 22:43:25
281,2015.2.26.45,91,5205,26,True,0,160000,True,2014-12-23,False,,2015-02-12 22:23:51,2015-02-12 22:43:25
282,2015.2.26.46,91,5206,1,True,0,120000,True,2014-12-23,False,,2015-02-12 22:24:06,2015-02-12 22:43:25
283,2015.2.27.47,92,353,305,True,0,6,True,2014-11-13,False,,2015-02-16 15:51:23,2015-02-16 17:03:52
284,2015.2.27.48,92,354,490,True,0,5.6,True,2014-11-13,False,,2015-02-16 15:53:46,2015-02-16 17:03:52
285,2015.2.27.49,92,355,486,True,0,5.3,True,2014-11-13,False,,2015-02-16 15:54:43,2015-02-16 17:03:52
286,2015.2.27.50,92,357,189,True,0,5.9,True,2014-11-13,False,,2015-02-16 15:55:05,2015-02-16 17:03:52
287,2015.2.27.51,92,358,42,True,0,5.9,True,2014-11-13,False,,2015-02-16 15:55:54,2015-02-16 17:03:52
288,2015.2.27.52,92,361,167,True,0,7.4,True,2014-11-13,False,,2015-02-16 15:56:13,2015-02-16 17:03:52
289,2015.2.27.53,92,367,96,True,0,4.25,True,2014-11-13,False,,2015-02-16 15:56:31,2015-02-16 17:03:52
290,2015.2.27.54,92,368,610,True,0,5.6,True,2014-11-13,False,,2015-02-16 15:56:58,2015-02-16 17:03:52
291,2015.2.27.55,92,5207,1,True,0,451.05,True,2014-11-13,False,,2015-02-16 16:02:03,2015-02-16 17:03:52
292,2015.2.27.56,92,5209,1,False,1,1,False,,True,2015-02-16 16:29:19,2015-02-16 16:25:56,
293,2015.2.28.56,93,5209,1,False,1,1,False,,False,,2015-02-16 16:56:02,
294,2015.2.29.57,94,803,10,False,10,71000,True,2015-02-11,False,,2015-02-22 19:21:22,
295,2015.2.30.58,95,768,500,False,500,3950,True,2015-02-12,False,,2015-02-22 19:23:25,
296,2015.2.31.59,96,5210,2,False,2,451250,True,2015-02-12,False,,2015-02-22 19:34:37,
297,2015.2.32.60,97,4974,20,False,20,240,True,2015-02-12,False,,2015-02-22 19:40:37,
298,2015.2.32.61,97,4984,8,False,8,175,True,2015-02-12,False,,2015-02-22 19:41:02,
299,2015.2.33.62,98,5211,4,False,4,245,True,2015-02-02,False,,2015-02-22 20:40:19,2015-02-23 19:50:19
300,2015.2.34.63,99,5212,5,False,5,345455,True,2015-02-17,False,,2015-02-22 20:43:09,
301,2015.2.35.64,100,5213,2,False,2,150000,True,2015-02-17,False,,2015-02-22 20:51:08,
302,2015.2.36.65,101,5214,1,False,1,500000,True,2015-02-20,False,,2015-02-22 21:00:15,
303,2015.2.37.66,102,5215,2,False,2,450000,True,2015-01-13,False,,2015-02-22 21:05:23,2015-02-22 21:07:33
304,2015.2.37.67,102,5216,2,False,2,550000,True,2015-01-13,False,,2015-02-22 21:05:38,2015-02-22 21:07:33
305,2015.2.37.68,102,5217,2,False,2,550000,True,2015-01-13,False,,2015-02-22 21:06:02,2015-02-22 21:07:33
306,2015.2.37.69,102,5218,4,False,4,725000,True,2015-01-13,False,,2015-02-22 21:06:25,2015-02-22 21:07:33
307,2015.2.38.70,103,5219,72,False,72,7250,True,2015-01-15,False,,2015-02-22 21:12:14,
308,2015.2.38.71,103,5220,50,False,50,10000,True,2015-01-15,False,,2015-02-22 21:12:30,
309,2015.2.38.72,103,5221,30,False,30,5000,True,2015-01-15,False,,2015-02-22 21:12:47,
310,2015.2.39.73,104,5222,10,False,10,189000,True,2015-01-22,False,,2015-02-22 21:15:06,
311,2015.2.40.74,105,5223,1,False,1,2880000,True,2015-01-26,False,,2015-02-22 21:22:40,
312,2015.2.41.75,106,5224,1,False,1,595000,True,2015-01-28,False,,2015-02-22 21:29:03,
313,2015.2.41.76,106,5225,1,False,1,935000,True,2015-01-28,False,,2015-02-22 21:29:32,
314,2015.2.42.77,108,5226,4,False,4,225000,True,2015-01-26,False,,2015-02-22 22:14:28,
315,2015.2.43.78,109,5227,39,False,39,207000,True,2015-01-28,False,,2015-02-22 22:18:14,
316,2015.2.44.79,110,5228,2,False,2,540000,True,2015-01-30,False,,2015-02-22 22:20:38,
317,2015.2.45.80,111,5202,62,False,62,16500,True,2015-01-30,False,,2015-02-23 15:44:54,
318,2015.2.45.81,111,5229,45,False,45,90000,True,2015-01-30,False,,2015-02-23 15:45:15,
319,2015.2.46.82,112,5230,5,False,5,228000,True,2015-02-02,False,,2015-02-23 15:52:45,
320,2015.2.47.83,113,5231,1,False,1,7500,False,,False,,2015-02-23 17:49:37,2015-02-23 19:53:00
321,2015.2.47.84,113,5232,10,False,10,29500,False,,False,,2015-02-23 17:49:53,2015-02-23 19:53:00
322,2015.2.47.85,113,5233,2,False,2,23000,False,,False,,2015-02-23 17:50:11,2015-02-23 19:53:00
323,2015.2.47.86,113,5234,2,False,2,12500,False,,False,,2015-02-23 17:50:30,2015-02-23 19:53:00
324,2015.2.47.87,113,5235,1,False,1,25000,False,,False,,2015-02-23 17:50:50,2015-02-23 19:53:00
325,2015.2.47.88,113,5236,2,False,2,5500,False,,False,,2015-02-23 17:51:13,2015-02-23 19:53:00
326,2015.2.47.89,113,5237,2,False,2,3000,False,,False,,2015-02-23 17:51:32,2015-02-23 19:53:00
327,2015.2.47.90,113,5238,2,False,2,6000,False,,False,,2015-02-23 17:52:02,2015-02-23 19:53:00
328,2015.2.47.91,113,5239,2,False,2,6000,False,,False,,2015-02-23 17:52:26,2015-02-23 19:53:00
329,2015.2.47.92,113,5240,2,False,2,13000,False,,False,,2015-02-23 17:52:42,2015-02-23 19:53:00
330,2015.2.48.93,114,5241,1,False,1,2560000,True,2015-02-09,False,,2015-02-23 20:13:45,
331,2015.2.49.94,115,5221,30,False,30,5000,True,2015-02-11,False,,2015-02-23 20:15:21,
332,2015.2.50.95,116,5242,6,False,6,230000,False,,False,,2015-02-23 20:21:47,2015-03-09 15:18:43
333,2015.2.51.96,117,5243,1,False,1,1100000,True,2015-02-11,False,,2015-02-23 21:27:14,
334,2015.2.51.97,117,5244,1,False,1,1400000,True,2015-02-11,False,,2015-02-23 21:27:30,
335,2015.2.52.98,118,5224,1,False,1,300000,True,2015-02-12,False,,2015-02-23 21:30:58,
336,2015.2.53.99,119,5245,3,False,3,250000,True,2015-02-13,False,,2015-02-23 21:50:18,
337,2015.2.54.100,120,5202,100,False,100,17000,True,2015-02-13,False,,2015-02-23 21:57:45,
338,2015.2.55.101,121,482,2000,False,2000,0.98,True,2014-12-11,False,,2015-02-25 15:42:38,2015-02-25 15:44:03
339,2015.2.55.102,121,483,1500,False,1500,1.22,True,2014-12-11,False,,2015-02-25 15:43:27,
340,2015.2.57.103,123,374,720,False,720,7.35,True,2014-12-31,False,,2015-02-25 16:06:21,
341,2015.2.57.104,123,381,24,False,24,62.1,True,2014-12-31,False,,2015-02-25 16:09:04,
342,2015.2.57.105,123,385,72,False,72,37.75,True,2014-12-31,False,,2015-02-25 16:09:36,
343,2015.2.57.106,123,386,40,False,40,288,True,2014-12-31,False,,2015-02-25 16:10:01,
344,2015.2.57.107,123,387,64,False,64,53.75,True,2014-12-31,False,,2015-02-25 16:10:26,
345,2015.2.57.108,123,391,108,False,108,37,True,2014-12-31,False,,2015-02-25 16:11:13,
346,2015.2.57.109,123,411,60,False,60,22.2,True,2014-12-31,False,,2015-02-25 16:12:03,
347,2015.2.57.110,123,418,300,False,300,10.3,True,2014-12-31,False,,2015-02-25 16:16:43,
348,2015.3.1.1,124,120,100,True,0,0.65,True,2014-11-10,False,,2015-03-02 21:27:46,2015-03-04 17:33:50
349,2015.3.1.2,124,124,100,True,0,0.77,True,2014-11-10,False,,2015-03-02 21:28:48,2015-03-04 17:33:50
350,2015.3.1.3,124,131,300,True,0,0.87,True,2014-11-10,False,,2015-03-02 21:29:06,2015-03-04 17:33:50
351,2015.3.1.4,124,155,100,True,0,1.07,True,2014-11-10,False,,2015-03-02 21:29:32,2015-03-04 17:33:50
352,2015.3.1.5,124,156,100,True,0,1.13,True,2014-11-10,False,,2015-03-02 21:30:23,2015-03-04 17:33:50
353,2015.3.1.6,124,163,200,True,0,1.49,True,2014-11-10,False,,2015-03-02 21:40:02,2015-03-04 17:33:50
354,2015.3.1.7,124,174,200,True,0,0.97,True,2014-11-10,False,,2015-03-02 21:42:43,2015-03-04 17:33:50
355,2015.3.1.8,124,175,100,True,0,1.01,True,2014-11-10,False,,2015-03-02 21:43:01,2015-03-04 17:33:50
356,2015.3.1.9,124,178,100,True,0,1.8,True,2014-11-10,False,,2015-03-02 21:43:36,2015-03-04 17:33:50
357,2015.3.1.10,124,179,100,True,0,0.75,True,2014-11-10,False,,2015-03-02 21:44:23,2015-03-04 17:33:49
358,2015.3.1.11,124,180,200,True,0,0.81,True,2014-11-10,False,,2015-03-02 21:44:48,2015-03-04 17:33:49
359,2015.3.1.12,124,188,200,True,0,0.78,True,2014-11-10,False,,2015-03-02 21:45:22,2015-03-04 17:33:49
360,2015.3.1.13,124,189,100,True,0,0.79,True,2014-11-10,False,,2015-03-02 21:45:54,2015-03-04 17:33:50
361,2015.3.1.14,124,190,100,True,0,0.82,True,2014-11-10,False,,2015-03-02 21:46:59,2015-03-04 17:33:50
362,2015.3.1.15,124,191,50,True,0,0.84,True,2014-11-10,False,,2015-03-02 21:47:18,2015-03-04 17:33:50
363,2015.3.1.16,124,193,100,True,0,0.57,True,2014-11-10,False,,2015-03-02 22:01:15,2015-03-04 17:33:50
364,2015.3.1.17,124,194,200,True,0,0.67,True,2014-11-10,False,,2015-03-02 22:01:59,2015-03-04 17:33:49
365,2015.3.1.18,124,208,100,True,0,0.94,True,2014-11-10,False,,2015-03-02 22:03:02,2015-03-04 17:33:49
366,2015.3.1.19,124,214,50,True,0,1.32,True,2014-11-10,False,,2015-03-02 22:03:48,2015-03-04 17:33:49
367,2015.3.1.20,124,220,300,True,0,1.25,True,2014-11-10,False,,2015-03-02 22:04:39,2015-03-04 17:33:49
368,2015.3.1.21,124,221,200,True,0,1.39,True,2014-11-10,False,,2015-03-02 22:04:55,2015-03-04 17:33:49
369,2015.3.1.22,124,222,300,True,0,1.46,True,2014-11-10,False,,2015-03-02 22:05:15,2015-03-04 17:33:49
370,2015.3.1.23,124,228,100,True,0,0.77,True,2014-11-10,False,,2015-03-02 22:05:41,2015-03-04 17:33:50
371,2015.3.1.24,124,230,200,True,0,0.58,True,2014-11-10,False,,2015-03-02 22:06:04,2015-03-04 17:33:49
372,2015.3.1.25,124,231,100,True,0,0.71,True,2014-11-10,False,,2015-03-02 22:07:08,2015-03-04 17:33:49
373,2015.3.1.26,124,233,200,True,0,0.73,True,2014-11-10,False,,2015-03-02 22:07:36,2015-03-04 17:33:49
374,2015.3.1.27,124,234,200,True,0,0.78,True,2014-11-10,False,,2015-03-02 22:07:48,2015-03-04 17:33:49
375,2015.3.1.28,124,236,500,True,0,0.82,True,2014-11-10,False,,2015-03-02 22:08:08,2015-03-04 17:33:49
376,2015.3.1.29,124,237,500,True,0,0.83,True,2014-11-10,False,,2015-03-02 22:08:25,2015-03-04 17:33:49
377,2015.3.1.30,124,238,100,True,0,0.76,True,2014-11-10,False,,2015-03-02 22:08:57,2015-03-04 17:33:49
378,2015.3.1.31,124,239,100,True,0,0.77,True,2014-11-10,False,,2015-03-02 22:09:15,2015-03-04 17:33:49
379,2015.3.1.32,124,240,100,True,0,0.8,True,2014-11-10,False,,2015-03-02 22:09:31,2015-03-04 17:33:49
380,2015.3.1.33,124,928,300,True,0,0.89,True,2014-11-10,False,,2015-03-02 22:09:59,2015-03-04 17:33:49
381,2015.3.2.34,125,5032,4,True,0,120000,True,2014-11-28,False,,2015-03-05 16:47:14,2015-03-05 17:49:03
382,2015.3.2.35,125,5033,1,True,0,145000,True,2014-11-28,False,,2015-03-05 16:47:32,2015-03-05 17:49:03
383,2015.3.3.36,126,5032,1,False,1,100000,False,,True,2015-03-05 17:08:53,2015-03-05 17:02:53,2015-03-05 17:08:39
384,2015.3.3.36,127,5340,20,False,20,22500,True,2015-02-25,False,,2015-03-09 15:24:31,
385,2015.3.4.37,128,800,2,False,2,41100,True,2015-02-25,False,,2015-03-09 15:29:40,
386,2015.3.5.38,129,5341,1,False,1,1328550,True,2015-02-25,False,,2015-03-09 15:39:57,
387,2015.3.6.39,130,5342,2,False,2,200000,True,2015-02-25,False,,2015-03-09 15:47:47,
388,2015.3.6.40,130,5343,6,False,6,400000,True,2015-02-25,False,,2015-03-09 15:48:07,
389,2015.3.7.41,131,5344,2,False,2,230000,True,2015-03-02,False,,2015-03-09 15:53:05,
390,2015.3.7.42,131,5033,2,False,2,145000,True,2015-03-02,False,,2015-03-09 15:53:22,
391,2015.3.8.43,132,765,500,False,500,4400,True,2015-03-02,False,,2015-03-09 15:55:08,
392,2015.3.9.44,133,5345,1,False,1,1271600,True,2015-03-02,False,,2015-03-09 15:59:32,
393,2015.3.10.45,134,4987,10,False,10,30000,True,2015-03-02,False,,2015-03-09 16:02:29,
394,2015.3.10.46,134,5179,10,False,10,26500,True,2015-03-02,False,,2015-03-09 16:02:53,
395,2015.3.11.47,135,5346,10,False,10,40000,True,2015-03-03,False,,2015-03-09 16:07:15,
396,2015.3.12.48,136,800,2,False,2,41100,False,,False,,2015-03-09 16:11:11,2015-04-06 17:07:16
397,2015.3.13.49,137,5348,1,False,1,3412500,True,2015-02-26,False,,2015-03-09 16:28:30,
398,2015.3.14.50,138,5349,1,False,1,2845000,True,2015-02-27,False,,2015-03-09 16:32:21,
399,2015.3.15.51,139,5202,100,False,100,17000,True,2015-03-03,False,,2015-03-09 19:52:26,
400,2015.3.16.52,140,5219,72,False,72,7250,True,2015-03-03,False,,2015-03-09 19:53:38,
401,2015.3.17.53,141,5350,2,False,2,272000,True,2015-03-03,False,,2015-03-09 20:04:42,
402,2015.3.17.54,141,5351,2,False,2,127500,True,2015-03-03,False,,2015-03-09 20:05:11,
403,2015.3.18.55,142,5235,1,False,1,25000,True,2015-03-04,False,,2015-03-09 20:56:11,2015-03-09 21:09:49
404,2015.3.18.56,142,5352,3,False,3,3000,True,2015-03-04,False,,2015-03-09 20:56:32,2015-03-09 21:09:49
405,2015.3.18.57,142,5353,3,False,3,7500,True,2015-03-04,False,,2015-03-09 20:56:54,2015-03-09 21:09:49
406,2015.3.18.58,142,5354,1,False,1,70000,True,2015-03-04,False,,2015-03-09 20:58:03,2015-03-09 21:09:49
407,2015.3.18.59,142,5362,10,False,10,30000,True,2015-03-04,False,,2015-03-09 21:01:01,2015-03-09 21:09:49
408,2015.3.18.60,142,5355,3,False,3,4000,True,2015-03-04,False,,2015-03-09 21:01:37,2015-03-09 21:09:49
409,2015.3.18.61,142,5356,3,False,3,5000,True,2015-03-04,False,,2015-03-09 21:02:14,2015-03-09 21:09:49
410,2015.3.18.62,142,5357,3,False,3,5000,True,2015-03-04,False,,2015-03-09 21:02:32,2015-03-09 21:09:49
411,2015.3.18.63,142,5358,2,False,2,15000,True,2015-03-04,False,,2015-03-09 21:02:49,2015-03-09 21:09:49
412,2015.3.18.64,142,5359,1,False,1,30000,True,2015-03-04,False,,2015-03-09 21:03:55,2015-03-09 21:09:49
413,2015.3.18.65,142,5360,2,False,2,6000,True,2015-03-04,False,,2015-03-09 21:04:15,2015-03-09 21:09:49
414,2015.3.18.66,142,5361,2,False,2,6000,True,2015-03-04,False,,2015-03-09 21:04:37,2015-03-09 21:09:49
415,2015.3.18.67,142,5237,3,False,3,3000,True,2015-03-04,False,,2015-03-09 21:11:38,
416,2015.3.19.68,143,374,288,False,288,7.35,True,2015-01-13,False,,2015-03-09 21:59:54,2015-03-09 22:21:45
417,2015.3.19.69,143,375,288,False,288,7.1,True,2015-01-13,False,,2015-03-09 22:01:42,2015-03-09 22:21:45
418,2015.3.19.70,143,377,432,False,432,8.75,True,2015-01-13,False,,2015-03-09 22:02:31,2015-03-09 22:21:45
419,2015.3.19.71,143,381,24,False,24,62.1,True,2015-01-13,False,,2015-03-09 22:03:28,2015-03-09 22:21:45
420,2015.3.19.72,143,383,168,False,168,31,True,2015-01-13,False,,2015-03-09 22:04:01,2015-03-09 22:21:45
421,2015.3.19.73,143,384,20,False,20,230,True,2015-01-13,False,,2015-03-09 22:04:20,2015-03-09 22:21:45
422,2015.3.19.74,143,389,20,False,20,15,True,2015-01-13,False,,2015-03-09 22:05:18,2015-03-09 22:21:45
423,2015.3.19.75,143,391,108,False,108,37,True,2015-01-13,False,,2015-03-09 22:05:58,2015-03-09 22:21:45
424,2015.3.19.76,143,397,96,False,96,14.7,True,2015-01-13,False,,2015-03-09 22:06:41,2015-03-09 22:21:45
425,2015.3.19.77,143,402,20,False,20,77.5,True,2015-01-13,False,,2015-03-09 22:07:40,2015-03-09 22:21:45
426,2015.3.19.78,143,401,2,False,2,610,True,2015-01-13,False,,2015-03-09 22:07:58,2015-03-09 22:21:45
427,2015.3.19.79,143,405,60,False,60,11,True,2015-01-13,False,,2015-03-09 22:08:46,2015-03-09 22:21:45
428,2015.3.19.80,143,418,180,False,180,10.3,True,2015-01-13,False,,2015-03-09 22:09:28,2015-03-09 22:21:45
429,2015.3.19.81,143,420,40,False,40,9.8,True,2015-01-13,False,,2015-03-09 22:10:05,2015-03-09 22:21:46
430,2015.3.19.82,143,408,96,False,96,6.3,True,2015-01-13,False,,2015-03-09 22:10:35,2015-03-09 22:21:46
431,2015.3.19.83,143,411,720,False,720,1.85,True,2015-01-13,False,,2015-03-09 22:11:14,2015-03-09 22:21:46
432,2015.3.20.84,144,436,5,False,5,450,True,2015-01-29,False,,2015-03-09 22:13:25,
433,2015.3.21.85,145,482,3000,False,3000,0.87,True,2015-03-10,False,,2015-03-09 22:26:56,2015-03-09 22:34:38
434,2015.3.21.86,145,471,1000,False,1000,1.47,True,2015-03-10,False,,2015-03-09 22:28:15,2015-03-09 22:34:10
435,2015.4.1.1,147,5422,1,False,1,480000,True,2015-03-03,False,,2015-04-06 17:12:27,
436,2015.4.2.2,148,69,6,False,6,1044500,True,2015-03-13,False,,2015-04-06 19:25:13,
437,2015.4.2.3,148,83,4,False,4,57600,True,2015-03-13,False,,2015-04-06 19:26:22,
438,2015.4.3.4,149,5423,4,False,4,198.4,True,2015-03-17,False,,2015-04-06 20:20:10,
439,2015.4.4.5,150,5027,6,True,0,34,True,2015-03-20,False,,2015-04-06 20:22:12,2015-05-12 21:28:12
440,2015.4.5.6,151,5424,6,True,0,764750,True,2015-03-20,False,,2015-04-06 20:50:11,2015-05-12 20:11:48
441,2015.4.6.7,152,800,2,False,2,41100,True,2015-03-24,False,,2015-04-06 21:11:33,
442,2015.4.7.8,153,4987,10,False,10,30000,True,2015-03-24,False,,2015-04-06 21:13:02,
443,2015.4.8.9,154,5423,16,False,16,198.4,True,2015-03-24,False,,2015-04-06 21:14:14,
444,2015.4.9.10,155,4991,10,False,10,19,True,2015-03-24,False,,2015-04-06 21:16:45,
445,2015.4.9.11,155,5425,4,False,4,190,True,2015-03-24,False,,2015-04-06 21:20:21,
446,2015.4.10.12,156,4984,8,False,8,174,True,2015-03-24,False,,2015-04-06 21:24:12,
447,2015.4.11.13,157,5344,1,False,1,230000,True,2015-03-27,False,,2015-04-06 21:25:56,
448,2015.4.11.14,157,5033,2,False,2,145000,True,2015-03-27,False,,2015-04-06 21:27:16,
449,2015.4.11.15,157,5032,4,False,4,120000,True,2015-03-27,False,,2015-04-06 21:27:38,
450,2015.4.12.16,158,5427,5,False,5,100000,True,2015-03-27,False,,2015-04-06 21:36:27,
451,2015.4.13.17,159,5429,2,False,2,427500,True,2015-03-27,False,,2015-04-06 22:00:30,
452,2015.4.13.18,159,5430,3,False,3,540000,True,2015-03-27,False,,2015-04-06 22:00:46,
453,2015.4.14.19,160,5434,1,False,1,400000,True,2015-03-27,False,,2015-04-06 22:07:01,
454,2015.4.14.20,160,5435,1,False,1,400000,True,2015-03-27,False,,2015-04-06 22:07:16,
455,2015.4.15.21,161,5210,1,False,1,451250,True,2015-04-15,False,,2015-04-06 22:08:40,2015-05-10 19:28:04
456,2015.4.16.22,162,5423,20,False,20,198.4,True,2015-03-31,False,,2015-04-06 22:09:55,
457,2015.4.17.23,163,5436,15,False,15,300000,True,2015-04-01,False,,2015-04-06 22:13:19,
458,2015.4.19.24,165,864,106.09,True,0,58.17,True,2015-01-15,False,,2015-04-07 16:44:59,2015-04-07 17:10:41
459,2015.4.20.25,166,5447,6,True,0,29.4,True,2015-01-29,False,,2015-04-07 16:49:50,2015-04-07 17:10:29
460,2015.4.21.26,167,864,517.83,False,517.83,59.36,True,2014-07-14,False,,2015-04-07 17:15:20,2015-05-06 21:10:42
461,2015.4.21.27,167,865,390,False,106.12,70.13,True,2014-07-14,False,,2015-04-07 17:27:28,2015-04-07 21:46:38
462,2015.4.21.28,167,866,180,False,180,70.13,True,2014-07-14,False,,2015-04-07 17:29:49,2015-05-19 16:29:21
463,2015.4.21.29,167,863,240,False,240,57.84,True,2014-07-14,False,,2015-04-07 17:32:31,2015-04-07 21:03:53
